id,publication_year,cited_by_count,author_ids
https://openalex.org/W2769372282,2017,16,"['A5088359719', 'A5011363617', 'A5082261492', 'A5011499718']"
https://openalex.org/W2951038425,2019,16,"['A5022994077', 'A5082462234', 'A5046118655', 'A5058954591', 'A5068508539']"
https://openalex.org/W3121876365,2016,16,"['A5001211242', 'A5029293919', 'A5050883930', 'A5064420079']"
https://openalex.org/W2545732747,2016,15,['A5091210858']
https://openalex.org/W2950295835,2019,15,"['A5001211242', 'A5052726702']"
https://openalex.org/W3024792856,2020,15,"['A5083422754', 'A5017437256']"
https://openalex.org/W3098683121,2020,15,"['A5058954591', 'A5044944954']"
https://openalex.org/W4235977939,2020,15,"['A5068414530', 'A5084279765', 'A5013670125', 'A5009692823', 'A5064278484', 'A5063647785', 'A5069001141']"
https://openalex.org/W2105511450,2000,31,"['A5001211242', 'A5059686380']"
https://openalex.org/W1562173050,2006,25,"['A5001211242', 'A5029019200']"
https://openalex.org/W2108965384,2006,25,"['A5035869930', 'A5067625837', 'A5071447827', 'A5007784849', 'A5056016326', 'A5007837572']"
https://openalex.org/W3122782934,2006,23,"['A5110770632', 'A5110738678']"
https://openalex.org/W2011392640,2010,19,"['A5001211242', 'A5055795427']"
https://openalex.org/W3121519993,2012,17,"['A5090302948', 'A5110770632']"
https://openalex.org/W4247635439,2011,17,"['A5013670125', 'A5016691378', 'A5033291050']"
https://openalex.org/W1669823196,2015,15,"['A5022207601', 'A5109262098', 'A5044409132', 'A5042159546', 'A5013670125']"
https://openalex.org/W2004785822,2014,14,['A5067625837']
https://openalex.org/W2126994078,2015,14,"['A5062041554', 'A5085018241', 'A5067625837']"
https://openalex.org/W2886918671,2018,14,"['A5002206519', 'A5016006301', 'A5038043083', 'A5028217559', 'A5051320860', 'A5018472151']"
https://openalex.org/W2953395024,2019,14,"['A5032694172', 'A5006172855', 'A5007975088', 'A5068414530', 'A5013670125']"
https://openalex.org/W2346876580,2016,13,"['A5085018241', 'A5067625837', 'A5011861720']"
https://openalex.org/W3016762737,2020,13,"['A5015440945', 'A5049203961', 'A5010666189']"
https://openalex.org/W4229770306,2020,13,"['A5013670125', 'A5068414530', 'A5084279765', 'A5009692823']"
https://openalex.org/W4250728453,2021,12,"['A5013670125', 'A5091686932', 'A5084279765', 'A5068414530', 'A5047573998', 'A5063647785', 'A5064278484', 'A5069001141', 'A5037823865']"
https://openalex.org/W3125088053,1998,29,['A5001211242']
https://openalex.org/W1777871405,1994,28,['A5067625837']
https://openalex.org/W3123298478,2006,22,"['A5110770632', 'A5110738678']"
https://openalex.org/W1903896078,2007,19,"['A5001211242', 'A5091146010']"
https://openalex.org/W2963167109,2017,13,"['A5077309439', 'A5086701362', 'A5001211242', 'A5070920982']"
https://openalex.org/W4288254648,2019,13,"['A5018871164', 'A5083438983', 'A5001211242', 'A5089493027']"
https://openalex.org/W3044134740,2020,12,"['A5034406723', 'A5081008532', 'A5101500495', 'A5012168451', 'A5038043083', 'A5061164871']"
https://openalex.org/W2567116480,2016,11,['A5067625837']
https://openalex.org/W3004785548,2020,11,['A5067625837']
https://openalex.org/W3161393297,2021,11,"['A5025509228', 'A5067625837']"
https://openalex.org/W1607302545,2002,23,"['A5027915276', 'A5110770632']"
https://openalex.org/W1986476557,2002,23,"['A5082479626', 'A5110770632']"
https://openalex.org/W1499660081,2008,16,"['A5063600631', 'A5109007414', 'A5110770632']"
https://openalex.org/W2105071943,2010,14,"['A5019479397', 'A5110770632']"
https://openalex.org/W1500213610,2010,13,['A5110770632']
https://openalex.org/W2094050548,2011,12,"['A5034550995', 'A5110770632']"
https://openalex.org/W2623208829,2017,12,"['A5036049096', 'A5082578507', 'A5022787263', 'A5005913808', 'A5101604958', 'A5010666189', 'A5027914358']"
https://openalex.org/W2898903209,2018,12,"['A5025069859', 'A5090996360', 'A5038233164']"
https://openalex.org/W2998427457,2019,11,"['A5100389458', 'A5041881412', 'A5100720587', 'A5100652499', 'A5065455879', 'A5100394852', 'A5031811109', 'A5112304664', 'A5080746846']"
https://openalex.org/W3125963529,2014,11,"['A5082456527', 'A5001211242', 'A5052726702', 'A5084771969']"
https://openalex.org/W1998096964,1995,22,['A5067625837']
https://openalex.org/W3121500798,1998,22,"['A5001211242', 'A5059686380']"
https://openalex.org/W2114630112,2002,20,"['A5067625837', 'A5004699426']"
https://openalex.org/W4300611686,2003,20,"['A5110770632', 'A5110738678']"
https://openalex.org/W2009790297,2005,17,"['A5033291050', 'A5013670125', 'A5016691378']"
https://openalex.org/W2626479535,2007,13,['A5110770632']
https://openalex.org/W3124444067,2007,13,"['A5001211242', 'A5060469176']"
https://openalex.org/W2124974225,2003,17,"['A5034550995', 'A5110770632']"
https://openalex.org/W1531597223,2005,15,"['A5013670125', 'A5041171550']"
https://openalex.org/W2088204519,2006,14,['A5013670125']
https://openalex.org/W2266114783,2008,11,"['A5019479397', 'A5110770632']"
https://openalex.org/W2337951142,2000,16,"['A5054313571', 'A5067625837']"
https://openalex.org/W3123079905,2000,16,"['A5001211242', 'A5029019200']"
https://openalex.org/W4300697975,2004,14,"['A5001211242', 'A5077390169', 'A5081749378']"
https://openalex.org/W4300655971,2004,13,"['A5001211242', 'A5077390169', 'A5081749378']"
https://openalex.org/W44462687,2005,13,"['A5071447827', 'A5002450989', 'A5067625837', 'A5035869930']"
https://openalex.org/W595409326,1993,16,"['A5034550995', 'A5110770632']"
https://openalex.org/W3125318294,2001,15,['A5110770632']
https://openalex.org/W1966566612,2002,13,['A5110770632']
https://openalex.org/W3151200921,2005,12,"['A5035869930', 'A5067625837', 'A5071447827', 'A5007784849', 'A5056016326', 'A5007837572']"
https://openalex.org/W142816605,2006,11,"['A5056016326', 'A5007784849', 'A5067625837']"
https://openalex.org/W2755290892,1995,12,"['A5001211242', 'A5089333674', 'A5038827978']"
https://openalex.org/W3121725667,1996,12,['A5001211242']
https://openalex.org/W2915472035,2019,296,"['A5071284985', 'A5052488511', 'A5038653391', 'A5082341738', 'A5100320371']"
https://openalex.org/W2963361005,2019,235,"['A5042011845', 'A5004570172', 'A5102874933', 'A5000408918']"
https://openalex.org/W2017912703,2011,224,"['A5076852435', 'A5073592405']"
https://openalex.org/W3018413731,2020,189,"['A5079154791', 'A5029821479', 'A5046253607', 'A5041710385', 'A5044944954', 'A5079039372']"
https://openalex.org/W4327913942,2023,86,"['A5070370660', 'A5007282319', 'A5036868218']"
https://openalex.org/W4316506829,2023,52,"['A5070370660', 'A5079517520', 'A5080791787', 'A5036868218', 'A5007282319']"
https://openalex.org/W4392153984,2024,51,"['A5078693030', 'A5074129204', 'A5036935284', 'A5109149450', 'A5032381602', 'A5063987862']"
https://openalex.org/W4387331350,2023,41,"['A5101908670', 'A5101497511', 'A5065034146', 'A5000474356']"
https://openalex.org/W4392955615,2024,15,"['A5036935284', 'A5085351443', 'A5041539279', 'A5065764227', 'A5045528962', 'A5083504666', 'A5077287995', 'A5058957631', 'A5032381602']"
https://openalex.org/W2039288846,2004,337,"['A5040399099', 'A5081542021', 'A5026594853', 'A5108493729']"
https://openalex.org/W2914263187,2009,235,"['A5073592405', 'A5028448267', 'A5068591642', 'A5078151375', 'A5089236260', 'A5068408717', 'A5060617658']"
https://openalex.org/W2129164226,2010,193,"['A5090966134', 'A5036278905', 'A5076172404', 'A5036744986', 'A5073592405']"
https://openalex.org/W2142387245,2004,179,"['A5021537631', 'A5073592405']"
https://openalex.org/W2883153670,2018,157,"['A5102756489', 'A5012787401', 'A5058941074', 'A5036868218', 'A5064297795', 'A5009232244']"
https://openalex.org/W1978323161,2011,145,"['A5066096589', 'A5017357771', 'A5035455593', 'A5027136376', 'A5111645495']"
https://openalex.org/W2149194447,2012,115,"['A5040399099', 'A5089790189']"
https://openalex.org/W2901416577,2019,107,"['A5010646067', 'A5012554861', 'A5079154791', 'A5079039372', 'A5044944954']"
https://openalex.org/W2974159646,2020,100,"['A5048056611', 'A5039217538', 'A5061720289', 'A5032381602', 'A5034735453', 'A5036935284', 'A5077287995', 'A5109261047']"
https://openalex.org/W2299805819,2016,98,"['A5042133242', 'A5079154791', 'A5010511810']"
https://openalex.org/W3115477807,2020,91,"['A5012379637', 'A5022593047', 'A5023061106', 'A5019000888', 'A5073592405']"
https://openalex.org/W2791200561,2018,82,"['A5079154791', 'A5042133242', 'A5026873065', 'A5050101991']"
https://openalex.org/W4210847908,2022,52,"['A5046597934', 'A5031084511', 'A5085466639', 'A5062125301', 'A5012379637', 'A5007685841', 'A5073592405']"
https://openalex.org/W4207052662,2022,37,"['A5035107313', 'A5058348013', 'A5070850590', 'A5035455593', 'A5071165387']"
https://openalex.org/W4294811488,2022,37,"['A5042133242', 'A5072811626']"
https://openalex.org/W4313478339,2023,23,"['A5079154791', 'A5067134501', 'A5037708423']"
https://openalex.org/W4366769817,2023,22,"['A5078693030', 'A5103750097', 'A5036935284', 'A5016086371', 'A5032381602', 'A5063987862']"
https://openalex.org/W2051620113,2007,135,['A5040399099']
https://openalex.org/W100605166,1977,128,"['A5108220394', 'A5108371823']"
https://openalex.org/W1482337414,2008,101,"['A5041337615', 'A5073592405']"
https://openalex.org/W1837169536,2012,94,"['A5100458586', 'A5101925774', 'A5100513282', 'A5101095636', 'A5107879422', 'A5100354569', 'A5100435506']"
https://openalex.org/W2154103336,2009,94,"['A5109855094', 'A5000474356', 'A5038775008', 'A5110836110', 'A5084279065', 'A5047709762']"
https://openalex.org/W2129359184,2012,83,"['A5073592405', 'A5031816187', 'A5079825006']"
https://openalex.org/W2009603815,2013,78,"['A5076413226', 'A5102447965', 'A5073592405', 'A5049140696', 'A5010436269']"
https://openalex.org/W1788561130,2016,73,"['A5026230453', 'A5027136376', 'A5035455593']"
https://openalex.org/W3102823331,2020,66,"['A5035455593', 'A5026230453', 'A5070850590']"
https://openalex.org/W3099549037,2020,52,"['A5035107313', 'A5058348013', 'A5070850590', 'A5035455593', 'A5071165387']"
https://openalex.org/W3018272089,2021,43,"['A5048932707', 'A5014375099', 'A5027136376', 'A5111645495', 'A5035455593']"
https://openalex.org/W3161418208,2021,41,"['A5012379637', 'A5046196425', 'A5083020821', 'A5033406681', 'A5031171331', 'A5073592405']"
https://openalex.org/W4224990314,2022,32,"['A5012379637', 'A5019000888', 'A5032327024', 'A5022593047', 'A5073592405']"
https://openalex.org/W1589788404,2001,117,"['A5021537631', 'A5073592405']"
https://openalex.org/W2123892985,2005,107,"['A5059695251', 'A5040399099']"
https://openalex.org/W1600215005,2002,102,"['A5073592405', 'A5021537631']"
https://openalex.org/W1998838172,2008,78,['A5040399099']
https://openalex.org/W1979820753,2008,74,"['A5001721758', 'A5018114635', 'A5080592381']"
https://openalex.org/W2046144880,2014,60,"['A5000474356', 'A5100366029', 'A5042159546', 'A5100455958', 'A5043926363']"
https://openalex.org/W2807091536,2018,57,"['A5051526027', 'A5108098662', 'A5101607322', 'A5100369974', 'A5000474356']"
https://openalex.org/W2129376520,2015,55,"['A5014174145', 'A5068043486', 'A5000474356', 'A5084567418', 'A5042159546', 'A5113688113']"
https://openalex.org/W3100268998,2015,50,"['A5038897083', 'A5047802067', 'A5017095669', 'A5035808622']"
https://openalex.org/W2300753645,2016,47,"['A5077712580', 'A5031026877', 'A5000474356']"
https://openalex.org/W2941320055,2019,47,"['A5056999690', 'A5073516753', 'A5018266351', 'A5071007779', 'A5100718934', 'A5100745766', 'A5100358151', 'A5046703129', 'A5000474356']"
https://openalex.org/W2948553808,2019,47,"['A5091033535', 'A5080592381', 'A5086682701']"
https://openalex.org/W3098671446,2020,47,"['A5036868218', 'A5055686105', 'A5007282319']"
https://openalex.org/W2802874432,2018,46,"['A5023376593', 'A5101564100', 'A5028812351', 'A5100320371']"
https://openalex.org/W3014638635,2020,46,"['A5026873065', 'A5100374944', 'A5079154791']"
https://openalex.org/W3087020444,2020,46,"['A5032381602', 'A5036935284', 'A5062077425', 'A5048056611', 'A5059520221', 'A5034735453', 'A5109261047', 'A5077287995']"
https://openalex.org/W3013440995,2020,39,"['A5034331015', 'A5012526454', 'A5100325610', 'A5004570172']"
https://openalex.org/W3087185627,2020,39,"['A5067238306', 'A5079154791', 'A5037708423']"
https://openalex.org/W3184121905,2021,39,"['A5041253633', 'A5005679010', 'A5080592381', 'A5052957309', 'A5014581579', 'A5015126986']"
https://openalex.org/W3204181713,2021,35,"['A5100371357', 'A5036729475', 'A5032013640', 'A5046855147', 'A5086576776', 'A5000474356']"
https://openalex.org/W1966438230,2010,58,"['A5035455593', 'A5017357771', 'A5066096589', 'A5027136376', 'A5111645495']"
https://openalex.org/W2008155851,2011,55,"['A5075257716', 'A5032220498', 'A5079154791']"
https://openalex.org/W2809979304,2018,42,"['A5079154791', 'A5010646067', 'A5044944954']"
https://openalex.org/W2588531557,2017,41,"['A5026376235', 'A5000474356']"
https://openalex.org/W2963402068,2018,41,"['A5009041563', 'A5083742002', 'A5038897083', 'A5033716467', 'A5071796852', 'A5071093940', 'A5009232244']"
https://openalex.org/W3203186943,2021,31,"['A5046324646', 'A5101908670', 'A5101416806', 'A5065034146', 'A5000474356']"
https://openalex.org/W3173728943,2021,30,"['A5101528850', 'A5100772330', 'A5101454893', 'A5046324646', 'A5077712580', 'A5000474356']"
https://openalex.org/W3126660917,2021,29,"['A5052015967', 'A5014303032', 'A5058707736', 'A5073592405', 'A5034703920']"
https://openalex.org/W3174724031,2021,28,"['A5041253633', 'A5080592381', 'A5005679010', 'A5004596083', 'A5078558272', 'A5013522667', 'A5069272720']"
https://openalex.org/W3204852076,2021,28,"['A5063123119', 'A5056557463', 'A5086113588', 'A5077599346', 'A5091314544', 'A5005962026', 'A5069451287', 'A5089498148']"
https://openalex.org/W3194985328,2022,18,"['A5041253633', 'A5014266613', 'A5069175616', 'A5035084467', 'A5005679010', 'A5080592381']"
https://openalex.org/W2072972978,2012,45,"['A5010598164', 'A5100676081', 'A5082315337', 'A5100623231', 'A5032353812', 'A5000474356']"
https://openalex.org/W2046221008,2012,43,"['A5100931942', 'A5101925774', 'A5100513282', 'A5043557717', 'A5100435506']"
https://openalex.org/W2077451205,2011,40,"['A5005721051', 'A5100428031', 'A5100386464', 'A5073592405']"
https://openalex.org/W2166607208,2015,37,"['A5000474356', 'A5042159546', 'A5014174145', 'A5068043486']"
https://openalex.org/W2626148062,2017,34,"['A5079154791', 'A5045539382', 'A5113795994', 'A5066305082']"
https://openalex.org/W2965449209,2019,33,"['A5041253633', 'A5080592381', 'A5013522667', 'A5078558272', 'A5069272720', 'A5004596083', 'A5005679010', 'A5038218592']"
https://openalex.org/W2903700298,2018,32,"['A5004570172', 'A5063780400']"
https://openalex.org/W2947759582,2019,31,"['A5015439547', 'A5063762907', 'A5023061106', 'A5112440044', 'A5079449271', 'A5073592405', 'A5014487792', 'A5021623495']"
https://openalex.org/W2963755761,2019,31,"['A5010646067', 'A5012554861', 'A5079154791', 'A5079039372', 'A5044944954']"
https://openalex.org/W4245020467,2019,31,"['A5048056611', 'A5039217538', 'A5061720289', 'A5032381602', 'A5034735453', 'A5036935284', 'A5077287995', 'A5109261047']"
https://openalex.org/W3111169643,2020,30,"['A5042011845', 'A5071073141', 'A5004570172']"
https://openalex.org/W3048300742,2020,28,"['A5036935284', 'A5032381602']"
https://openalex.org/W3032790983,2020,27,"['A5101908670', 'A5000474356', 'A5019663384', 'A5006811000', 'A5100383819']"
https://openalex.org/W3152984944,2021,25,"['A5046324646', 'A5101908670', 'A5086037111', 'A5000474356']"
https://openalex.org/W3162684935,2021,25,"['A5101908670', 'A5046324646', 'A5100397286', 'A5107049295', 'A5000474356']"
https://openalex.org/W1950613511,2007,43,"['A5041337615', 'A5073592405', 'A5041992609', 'A5021537631', 'A5062163326']"
https://openalex.org/W1969579838,2008,43,"['A5070194441', 'A5100513282', 'A5101925774', 'A5043557717', 'A5058853115', 'A5100435506']"
https://openalex.org/W2158176842,2010,41,"['A5101925774', 'A5100513282', 'A5088683857', 'A5043557717', 'A5100435506']"
https://openalex.org/W100905993,2011,36,"['A5077712580', 'A5084279065', 'A5000474356', 'A5057860811']"
https://openalex.org/W2051210345,2013,36,"['A5079154791', 'A5075257716', 'A5032220498']"
https://openalex.org/W2059029449,2013,33,"['A5038897083', 'A5034485449', 'A5080743153']"
https://openalex.org/W2220609874,2015,33,"['A5017507131', 'A5073592405']"
https://openalex.org/W2141752259,2015,31,"['A5073516753', 'A5000474356', 'A5018820623', 'A5042159546']"
https://openalex.org/W2241652765,2015,31,"['A5022696348', 'A5026754644', 'A5000474356', 'A5073158087']"
https://openalex.org/W2504485264,2016,31,"['A5024671338', 'A5080592381', 'A5017228370']"
https://openalex.org/W2052424818,2014,30,"['A5049359232', 'A5035455593']"
https://openalex.org/W2755449208,2017,30,"['A5051526027', 'A5108098662', 'A5000474356', 'A5026127661', 'A5064259306', 'A5091466289', 'A5021357065']"
https://openalex.org/W2759692801,2017,30,"['A5042133242', 'A5010511810', 'A5079154791']"
https://openalex.org/W2225771498,2015,29,"['A5000474356', 'A5042159546', 'A5073516753', 'A5002041772']"
https://openalex.org/W2395322519,2014,29,"['A5090932272', 'A5082559019', 'A5038492810', 'A5040399099', 'A5027635705']"
https://openalex.org/W4288111914,2019,28,"['A5077051449', 'A5036935284', 'A5081367673', 'A5032381602', 'A5060700722', 'A5101490457']"
https://openalex.org/W2931732047,2019,26,"['A5041253633', 'A5080592381', 'A5013522667', 'A5078558272', 'A5069272720', 'A5004596083', 'A5005679010']"
https://openalex.org/W3016866286,2020,25,"['A5024538989', 'A5035455593']"
https://openalex.org/W4298136482,2020,23,"['A5041253633', 'A5069175616', 'A5014266613', 'A5080592381', 'A5076310142', 'A5005679010']"
https://openalex.org/W3160238711,2021,21,"['A5046324646', 'A5032013640', 'A5000474356']"
https://openalex.org/W4220896384,2022,14,"['A5035455593', 'A5019243359', 'A5048932707', 'A5047780964', 'A5026014882', 'A5004866624', 'A5034522859', 'A5085232359', 'A5000376962']"
https://openalex.org/W2225938006,2013,29,"['A5017507131', 'A5007071871', 'A5073592405']"
https://openalex.org/W2003678368,2015,25,"['A5038897083', 'A5047802067', 'A5017095669', 'A5035808622']"
https://openalex.org/W3105240916,2019,23,"['A5027136376', 'A5035455593']"
https://openalex.org/W3008974784,2020,21,"['A5057345471', 'A5091783761', 'A5038897083', 'A5051181345', 'A5078699564']"
https://openalex.org/W2143450723,2011,28,"['A5000474356', 'A5077712580', 'A5084279065', 'A5042159546', 'A5091466289']"
https://openalex.org/W2319361625,2011,28,"['A5101925774', 'A5101095636', 'A5107879422', 'A5100513282', 'A5100435506']"
https://openalex.org/W3022938693,2010,28,"['A5075479948', 'A5034927674', 'A5073592405', 'A5102991788']"
https://openalex.org/W1921209916,2013,24,"['A5007071871', 'A5090620447', 'A5080699613', 'A5015694017', 'A5073592405']"
https://openalex.org/W2613162388,2017,23,"['A5023644163', 'A5028140714', 'A5051758652', 'A5015873569', 'A5073592405']"
https://openalex.org/W2916130807,2018,23,"['A5079154791', 'A5005898634', 'A5045539382', 'A5081787254', 'A5066305082']"
https://openalex.org/W1916072780,2015,22,"['A5023061106', 'A5046030036', 'A5041421536', 'A5073592405', 'A5031171331']"
https://openalex.org/W1973470782,2015,21,"['A5079154791', 'A5042133242']"
https://openalex.org/W2997561298,2020,18,"['A5055909908', 'A5026623706', 'A5091314544', 'A5040385638', 'A5055990297', 'A5032041950']"
https://openalex.org/W3120590185,2021,16,"['A5081303276', 'A5004570172', 'A5085339977']"
https://openalex.org/W4214751755,2022,11,['A5079154791']
https://openalex.org/W1570977890,2002,38,"['A5073592405', 'A5021537631']"
https://openalex.org/W1533216910,2007,30,"['A5076852435', 'A5073592405']"
https://openalex.org/W2798970507,2018,20,"['A5101908670', 'A5101539993', 'A5026376235', 'A5072773368', 'A5000474356']"
https://openalex.org/W2893176359,2018,20,"['A5008880747', 'A5067374720', 'A5042128771', 'A5033058854', 'A5042605870']"
https://openalex.org/W2885497992,2018,19,"['A5091314544', 'A5061689237', 'A5015566794']"
https://openalex.org/W3152602106,2021,15,"['A5018530326', 'A5101580523', 'A5082599714', 'A5000474356', 'A5073158087']"
https://openalex.org/W3196555469,2021,15,['A5080592381']
https://openalex.org/W2573615281,2021,14,"['A5035808622', 'A5038897083', 'A5058582171', 'A5067555645', 'A5047802067']"
https://openalex.org/W3174439307,2021,14,"['A5070850590', 'A5027682832', 'A5005778457', 'A5078442658', 'A5035455593', 'A5062403203']"
https://openalex.org/W3195523828,2021,14,"['A5091314544', 'A5061689237', 'A5015566794']"
https://openalex.org/W2087819754,2012,20,"['A5027136376', 'A5035455593', 'A5017357771', 'A5066096589', 'A5111645495']"
https://openalex.org/W2182779842,2012,20,"['A5011708220', 'A5045325634', 'A5073592405', 'A5086068103']"
https://openalex.org/W2171025235,2013,17,"['A5024059541', 'A5073516753', 'A5000474356', 'A5075947472', 'A5019444857', 'A5091466289']"
https://openalex.org/W2801086163,2018,17,"['A5085339977', 'A5004570172', 'A5100325610']"
https://openalex.org/W2767539263,2017,16,"['A5091033535', 'A5080592381']"
https://openalex.org/W2913768142,2019,16,"['A5080592381', 'A5065984657', 'A5018248832', 'A5082132250']"
https://openalex.org/W2951169525,2019,15,"['A5063762907', 'A5073592405', 'A5014487792', 'A5079565971', 'A5021623495', 'A5023061106', 'A5015439547', 'A5112445520', 'A5079449271']"
https://openalex.org/W3081996292,2020,14,"['A5079154791', 'A5010646067', 'A5079075748', 'A5102370806', 'A5012554861', 'A5044944954']"
https://openalex.org/W3113101145,2020,14,"['A5008880747', 'A5071817083', 'A5011229960', 'A5057082591']"
https://openalex.org/W1913283910,2002,30,"['A5073592405', 'A5084077919', 'A5037283651']"
https://openalex.org/W3108191417,2007,23,"['A5076852435', 'A5044190205', 'A5073592405']"
https://openalex.org/W2018871887,2012,16,"['A5011708220', 'A5073592405']"
https://openalex.org/W2050975088,2013,15,"['A5080592381', 'A5063870192']"
https://openalex.org/W2963438812,2018,15,"['A5100700905', 'A5066817250', 'A5000474356', 'A5052933431', 'A5100380588', 'A5068043486']"
https://openalex.org/W2607767256,2016,14,"['A5080592381', 'A5016760005', 'A5003296820']"
https://openalex.org/W2787908404,2018,14,"['A5087547837', 'A5073592405', 'A5065505647', 'A5045325634']"
https://openalex.org/W2443876414,2016,13,"['A5101925774', 'A5100345810', 'A5107879422', 'A5100734823', 'A5100513282', 'A5100354569', 'A5100435506']"
https://openalex.org/W2567506228,2021,12,"['A5042133242', 'A5079154791', 'A5026873065']"
https://openalex.org/W3156017714,2021,12,"['A5102706243', 'A5014174145', 'A5008463509', 'A5000474356', 'A5100358933', 'A5068043486']"
https://openalex.org/W61118425,1999,29,"['A5017894729', 'A5086542556', 'A5087582533', 'A5100387373', 'A5107196456']"
https://openalex.org/W2113429719,2008,19,"['A5076852435', 'A5073592405']"
https://openalex.org/W2055032364,2009,17,"['A5101095636', 'A5087961726', 'A5101925774', 'A5100513282']"
https://openalex.org/W3124247279,2012,15,"['A5070003596', 'A5073592405', 'A5013343430']"
https://openalex.org/W2771849569,2017,13,"['A5086739784', 'A5079154791', 'A5046253607', 'A5044944954']"
https://openalex.org/W2885796313,2018,13,"['A5101925774', 'A5073898340', 'A5006383803', 'A5100345810', 'A5100354569', 'A5100513282']"
https://openalex.org/W2985724091,2019,12,"['A5036935284', 'A5032381602']"
https://openalex.org/W3003451723,2019,12,"['A5102706243', 'A5014174145', 'A5000474356', 'A5100358933', 'A5068043486']"
https://openalex.org/W3088226160,2020,12,"['A5041253633', 'A5069175616', 'A5050115090', 'A5080592381', 'A5076310142', 'A5005679010']"
https://openalex.org/W4214780045,2020,12,"['A5027136376', 'A5008033989', 'A5026230453', 'A5049359232', 'A5035455593']"
https://openalex.org/W3111393656,2020,11,"['A5079154791', 'A5079039372', 'A5029821479', 'A5046253607', 'A5044944954']"
https://openalex.org/W3164171477,2021,11,"['A5042133242', 'A5021999099', 'A5079154791', 'A5006523738', 'A5025014644']"
https://openalex.org/W2072423317,2012,12,"['A5077712580', 'A5084279065', 'A5000474356']"
https://openalex.org/W2587960441,2017,12,"['A5047618628', 'A5045539382', 'A5090419459', 'A5079154791', 'A5066305082', 'A5033632230', 'A5069171976']"
https://openalex.org/W2790573861,2018,11,"['A5036868218', 'A5007282319', 'A5052583897']"
https://openalex.org/W2804043975,2018,11,"['A5079154791', 'A5020127239', 'A5004920788']"
https://openalex.org/W2891522705,2018,11,"['A5101788615', 'A5100441715', 'A5062125301', 'A5025549071', 'A5102018239', 'A5073592405']"
https://openalex.org/W2941870061,2019,11,"['A5079154791', 'A5027336500', 'A5004920788', 'A5044944954']"
https://openalex.org/W2020950079,1989,17,"['A5100387373', 'A5054114523']"
https://openalex.org/W2207865947,2008,11,"['A5100320371', 'A5015841809', 'A5091348767', 'A5012824639', 'A5109562573', 'A5018114926']"
https://openalex.org/W4388156388,2003,773,['A5087662609']
https://openalex.org/W3124726575,2021,705,"['A5020533147', 'A5076651767', 'A5052536455', 'A5021501103', 'A5080265907', 'A5056499434']"
https://openalex.org/W2156020699,2012,677,"['A5072263832', 'A5081744093', 'A5110383731', 'A5055710645']"
https://openalex.org/W2347128633,2016,606,"['A5026523515', 'A5060598258', 'A5000385122', 'A5041695925']"
https://openalex.org/W2111023939,2012,560,"['A5081744093', 'A5038842358', 'A5082183505', 'A5072263832', 'A5027824085']"
https://openalex.org/W2098717046,2004,514,['A5087662609']
https://openalex.org/W1533806699,2012,495,['A5087662609']
https://openalex.org/W2123455961,2007,294,"['A5047958713', 'A5087662609']"
https://openalex.org/W2619190945,2016,288,['A5087662609']
https://openalex.org/W2570655866,2017,222,"['A5087662609', 'A5063340132', 'A5052077756', 'A5072532913', 'A5026050955']"
https://openalex.org/W3008333610,2020,207,"['A5025218700', 'A5051095866']"
https://openalex.org/W4312248975,2014,204,"['A5033172946', 'A5047847314', 'A5080265907', 'A5021261847']"
https://openalex.org/W2344991558,2016,172,"['A5023810719', 'A5025218700', 'A5051095866', 'A5042631896']"
https://openalex.org/W3023751895,2020,143,"['A5064296964', 'A5071122166', 'A5101702632', 'A5057243118', 'A5087990460', 'A5007176508']"
https://openalex.org/W4367628401,2023,81,"['A5058188131', 'A5007251379', 'A5091266570']"
https://openalex.org/W4367369274,2023,59,"['A5021446126', 'A5004342903', 'A5052622584', 'A5030114462', 'A5112910664', 'A5060598258', 'A5044313704']"
https://openalex.org/W4313888849,2023,43,"['A5084502036', 'A5005129420', 'A5063557800', 'A5101965763', 'A5017393131', 'A5080265907']"
https://openalex.org/W591567959,2007,188,"['A5062462809', 'A5080265907']"
https://openalex.org/W2152886806,2013,181,"['A5072263832', 'A5038907218', 'A5081744093', 'A5055710645']"
https://openalex.org/W2326922198,2015,160,"['A5025218700', 'A5042631896', 'A5027110040', 'A5051095866']"
https://openalex.org/W2161116977,2012,155,"['A5006700143', 'A5080265907', 'A5033563552', 'A5017533451']"
https://openalex.org/W2044143892,2013,137,['A5087662609']
https://openalex.org/W4231588236,2019,125,"['A5020533147', 'A5076651767', 'A5052536455', 'A5021501103', 'A5080265907', 'A5056499434']"
https://openalex.org/W3087570498,2020,124,"['A5069473136', 'A5045510685', 'A5084303908', 'A5051996438']"
https://openalex.org/W2609329660,2017,121,"['A5080066602', 'A5085452154', 'A5006700143', 'A5080265907', 'A5082330712']"
https://openalex.org/W2463347236,2016,107,"['A5080265907', 'A5071778778', 'A5006700143']"
https://openalex.org/W2917842677,2019,99,"['A5060598258', 'A5088459011', 'A5058712244', 'A5030201679']"
https://openalex.org/W3082092587,2020,99,"['A5021797771', 'A5060598258', 'A5022408311', 'A5030549596', 'A5042999436', 'A5071983183', 'A5033364470']"
https://openalex.org/W2069233730,2014,96,"['A5047958713', 'A5016867344', 'A5087662609']"
